address,accountno,pin,sale_date_end,Sales Price,impvac,style,year_built,Imp Size SqFt,Lot Size Acres,streetno,streetalp,streetdir,streetsuf,streetname,addition_n,address_zip
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
11902  WEST DODGE RD,R2417860012,2417860012,1/15/2021,1200000,Vacant,Car Wash - Automatic,2021,3731,1.0319,11902,,,RD,WEST DODGE,WEBSTER ADDITION REPLAT 1,681540000
14507 CALIFORNIA ST,R1013566030,1013566030,8/31/2012,1200000,Improved,Office Building,2000,6840,0.57,14507,,,ST,CALIFORNIA,ELDORADO ADD REP 6*,681540000
14507 CALIFORNIA ST,R1013566030,1013566030,8/31/2012,1200000,Improved,Office Building,2000,6840,0.57,14507,,,ST,CALIFORNIA,ELDORADO ADD REP 6*,681540000
133 N 114 ST,R2523880221,2523880221,4/1/2013,1180653,Improved,Convenience Store,1999,6214,1.06,133,,N,ST,114,WEST PARK,681540000
111 S 108 AV,R1907780810,1907780810,6/16/2022,1175000,Improved,Office Building,1978,14654,1.22,111,,S,AV,108,OLD MILL PLAZA,681540000
275 N 115 ST,R1734311378,1734311378,7/31/2012,1162223,Improved,Office Building,1970,15980,0.74,275,,N,ST,115,MEADOW LANE PARK,681540000
720 N 129 ST 3,R2442490033,2442490033,4/9/2015,1110000,Improved,Office Building,1998,12000,,720,3,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
720 N 129 ST 3,R2442490033,2442490033,4/9/2015,1110000,Improved,Office Building,1998,12000,,720,3,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
720 N 129 ST 3,R2442490033,2442490033,4/9/2015,1110000,Improved,Office Building,1998,12000,,720,3,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
720 N 129 ST 3,R2442490033,2442490033,4/9/2015,1110000,Improved,Office Building,1998,12000,,720,3,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
11540  WEST DODGE RD,R2502390220,2502390220,9/16/2021,1100000,Improved,Complete Auto Dealership,1986,23390,2.2521,11540,,,RD,WEST DODGE,WEST DODGE PLAZA REPLAT 1,681540000
11910  WEST DODGE RD,R2417860014,2417860014,4/28/2021,1000000,Vacant,,,,2.1693,11910,,,RD,WEST DODGE,WEBSTER ADDITION REPLAT 1,681540000
12112  SHAMROCK PA,R1934244552,1934244552,8/1/2017,1000000,Improved,Office Building,1985,10308,,12112,,,PLAZA,SHAMROCK,PACIFIC HILLS CONDOMINIUM,681540000
10828  OLD MILL RD,R1907780380,1907780380,6/1/2021,950000,Improved,Office Building,1977,10000,1.09,10828,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
10846  OLD MILL RD,R1907780398,1907780398,7/30/2018,950000,Improved,Office Building,1975,10000,1.08,10846,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/31/2018,950000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
10822 OLD MILL RD,R1907780884,1907780884,9/24/2010,945000,Improved,Office Building,1982,12000,1.1501,10822,,,RD,OLD MILL,OLD MILL PLAZA REP 2*,681540000
10831 OLD MILL RD,R1907780684,1907780684,6/6/2014,925000,Improved,Office Building,1982,13243,0.96,10831,,,RD,OLD MILL,OLD MILL PLAZA,681540000
604 N 129 ST 4,R2442490034,2442490034,6/28/2013,925000,Improved,Office Building,1997,10000,,604,4,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
604 N 129 ST 4,R2442490034,2442490034,6/28/2013,925000,Improved,Office Building,1997,10000,,604,4,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
604 N 129 ST 4,R2442490034,2442490034,6/28/2013,925000,Improved,Office Building,1997,10000,,604,4,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
,R2442490031,2442490031,7/18/2016,925000,Improved,Office Building,1998,10000,,702,,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
,R2442490031,2442490031,7/18/2016,925000,Improved,Office Building,1998,10000,,702,,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
,R2442490031,2442490031,7/18/2016,925000,Improved,Office Building,1998,10000,,702,,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
1131 PAPILLION PW,R1935372130,1935372130,4/30/2013,911465,Vacant,,,,3.8044,1131,,,PKWY,PAPILLION,PAPILLION PARKWAY PLAZA REPLAT 1,681540000
,R1907780386,1907780386,12/30/2016,900000,Improved,Office Building,1977,10000,1.09,10834,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
11901 PACIFIC ST,R1934340003,1934340003,5/21/2015,898500,Improved,Neighborhood Shopping Center,2007,4334,0.51,11901,,,ST,PACIFIC,PACIFIC PLAZA,681540000
12015 PACIFIC ST,R0135480002,135480002,6/17/2011,875000,Improved,Neighborhood Shopping Center,1970,10458,0.9,12015,,,ST,PACIFIC,LANDS,681540000
11239 CHICAGO CR,R1919875030,1919875030,6/26/2013,860455,Improved,Office Building,1979,13202,0.92,11239,,,CR,CHICAGO,114TH PLAZA,681540000
11239 CHICAGO CR,R1919875030,1919875030,6/26/2013,860455,Improved,Office Building,1979,13202,0.92,11239,,,CR,CHICAGO,114TH PLAZA,681540000
,R1907780382,1907780382,6/30/2016,825000,Improved,Office Building,1977,10000,1.08,10830,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
,R1907780382,1907780382,6/30/2016,825000,Improved,Office Building,1977,10000,1.08,10830,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
,R1907780382,1907780382,6/30/2016,825000,Improved,Office Building,1977,10000,1.08,10830,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
10842 OLD MILL RD,R1907780394,1907780394,10/1/2012,800000,Improved,Office Building,1975,10000,1.08,10842,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
12504  PACIFIC ST,R0130200008,130200008,9/1/2020,800000,Improved,Day Care Center,1962,5852,1.73,12504,,,ST,PACIFIC,LANDS,681540000
10832 OLD MILL RD,R1907780384,1907780384,5/27/2014,788000,Improved,Office Building,1977,10000,1.07,10832,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
10820  HARNEY ST,R1258702515,1258702515,10/26/2020,750000,Improved,Office Building,1985,11923,0.91,10820,,,ST,HARNEY,HARNEY WEST PROFESSIONAL ADDITION,681540000
1805 N 145 ST,R2247050627,2247050627,4/21/2017,750000,Improved,Medical Offices,1992,6169,1.282,1805,,N,ST,145,STONEHENGE REPLAT III,681540000
1805 N 145 ST,R2247050627,2247050627,4/21/2017,750000,Improved,Medical Offices,1992,6169,1.282,1805,,N,ST,145,STONEHENGE REPLAT III,681540000
10840 OLD MILL RD,R1907780392,1907780392,8/10/2015,735000,Improved,Office Building,1975,10000,1.08,10840,,,RD,OLD MILL,OLD MILL BUSINESS CENTER,681540000
12140 WEST DODGE RD,R1755515110,1755515110,12/14/2012,695000,Vacant,,,,1.3408,12140,,,RD,WEST DODGE,MIRACLE HILLS REPLAT 3,681540000
12602  PACIFIC ST,R0130200004,130200004,9/1/2020,600000,Improved,Day Care Center,1959,5498,1.55,12602,,,ST,PACIFIC,LANDS,681540000
720 N 108 AV,R1842021600,1842021600,3/9/2018,600000,Improved,Convenience Store,1980,3800,0.44,720,,N,AV,108,NORTH OLD MILL*,681540000
11550  WEST DODGE RD,R1919875200,1919875200,8/2/2017,350969,Improved,Office Building,1984,2417,0.26,11550,,,RD,WEST DODGE,11550-11590 WEST DODGE CON PROP REG,681540000
11570  WEST DODGE RD,R1919875204,1919875204,7/28/2021,290000,Improved,Office Building,1984,2209,0.24,11570,,,RD,WEST DODGE,11550-11590 WEST DODGE CON PROP REG,681540000
323 N 114 ST,R0808740260,808740260,4/7/2011,160000,Improved,Retail Store,1983,1838,0.16,323,,N,ST,114,CHICAGO SQUARE CONDO PROP REGIME,681540000
323 N 114 ST,R0808740260,808740260,4/16/2013,160000,Improved,Retail Store,1983,1838,0.16,323,,N,ST,114,CHICAGO SQUARE CONDO PROP REGIME,681540000
11309  CHICAGO CR,R0530105006,530105006,5/13/2022,150000,Improved,Office Building,1982,990,0.08,11309,,,CR,CHICAGO,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11307  CHICAGO CR,R0530105004,530105004,10/29/2021,145000,Improved,Office Building,1982,989,0.08,11307,,,CR,CHICAGO,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11313  CHICAGO CR,R0530105010,530105010,9/25/2020,137500,Improved,Office Building,1982,989,0.08,11313,,,CR,CHICAGO,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11324 DAVENPORT ST 324,R0530105032,530105032,1/7/2010,136070,Improved,Office Building,1982,28450,0.11,11324,324,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11312  DAVENPORT ST,R0530105022,530105022,1/21/2022,136000,Improved,Office Building,1982,997,0.09,11312,,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
311 N 114 ST,R0808740254,808740254,11/2/2012,135000,Improved,Retail Store,1983,1468,0.16,311,,N,ST,114,CHICAGO SQUARE CONDO PROP REGIME,681540000
11304 DAVENPORT ST 304,R0530105030,530105030,9/1/2011,108900,Improved,Office Building,1982,28450,0.08,11304,304,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11313 CHICAGO CR,R0530105010,530105010,3/16/2010,93000,Improved,Office Building,1982,1263,0.08,11313,,,CR,CHICAGO,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11318 DAVENPORT ST 318,R0530105038,530105038,8/8/2011,87500,Improved,Office Building,1982,28450,0.08,11318,318,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11306 DAVENPORT ST 306,R0530105028,530105028,12/30/2011,85000,Improved,Office Building,1982,28450,0.08,11306,306,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
11316 DAVENPORT ST 316,R0530105040,530105040,7/18/2011,85000,Improved,Office Building,1982,28450,0.08,11316,316,,ST,DAVENPORT,ATRIUM CONDOMINIUM PROPERTY REGIME,681540000
2909 N 118 ST,R1848058002,1848058002,6/15/2018,10800000,Improved,Office Building,2010,71009,4.315,2909,,N,ST,118,NP BUSINESS PARK,681640000
11010  BURDETTE ST,R1943830400,1943830400,6/13/2022,6149999.99,Improved,Office Building,2006,44096,4.121,11010,,,ST,BURDETTE,BLONDO 108 BUSINESS PARK REPLAT 3,681640000
3003 N 108 ST,R1711811454,1711811454,2/28/2017,3544928,Improved,SuperMarket,1982,66474,6,3003,,N,ST,108,MAPLE 108 SHOPPING CENTER,681640000
2110  PAPILLION PW,R0913445217,913445217,6/8/2022,3253427,Improved,Office Building,1997,32900,3.45,2110,,,PKWY,PAPILLION,CROSSKEY VILLAGES REP 1*,681640000
3003 N 108 ST,R1711811454,1711811454,7/18/2013,2614249,Improved,SuperMarket,1982,66474,6,3003,,N,ST,108,MAPLE 108 SHOPPING CENTER,681640000
13220  BIRCH DR,R1003858910,1003858910,12/29/2017,2550000,Improved,Office Building,1994,21096,1.46,13220,,,DR,BIRCH,EAGLE RUN WEST REPLAT 1,681640000
4718 N 120 ST,R2231200050,2231200050,6/4/2019,2325600,Improved,Indoor Tennis Club,1973,60900,2.9,4718,,N,ST,120,SOCCER FIELDS THE*,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,4/30/2014,2100000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
10920  EMMET ST,R0127940000,127940000,11/26/2018,2067000,Improved,Neighborhood Shopping Center,1998,10928,1.2,10920,,,ST,EMMET,LANDS,681640000
10920  EMMET ST,R0127940000,127940000,11/26/2018,2067000,Improved,Neighborhood Shopping Center,1998,10928,1.2,10920,,,ST,EMMET,LANDS,681640000
10920  EMMET ST,R0127940000,127940000,11/26/2018,2067000,Improved,Neighborhood Shopping Center,1998,10928,1.2,10920,,,ST,EMMET,LANDS,681640000
10920  EMMET ST,R0127940000,127940000,11/26/2018,2067000,Improved,Neighborhood Shopping Center,1998,10928,1.2,10920,,,ST,EMMET,LANDS,681640000
10920  EMMET ST,R0127940000,127940000,11/26/2018,2067000,Improved,Neighborhood Shopping Center,1998,10928,1.2,10920,,,ST,EMMET,LANDS,681640000
11055  WEST MAPLE RD,R1023791550,1023791550,10/26/2020,2035000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055  WEST MAPLE RD,R1023791550,1023791550,10/26/2020,2035000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055  WEST MAPLE RD,R1023791550,1023791550,10/26/2020,2035000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055  WEST MAPLE RD,R1023791550,1023791550,10/26/2020,2035000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
3131 N 120 ST,R1824130458,1824130458,7/28/2020,1850000,Improved,Neighborhood Shopping Center,2000,14000,1.38,3131,,N,ST,120,MULHALLS CENTER,681640000
13220 BIRCH DR,R1003858910,1003858910,12/18/2013,1800000,Improved,Office Building,1994,19846,1.46,13220,,,DR,BIRCH,EAGLE RUN WEST REPLAT 1,681640000
12221  MARY PA,R0917778484,917778484,8/26/2022,1700000,Improved,Neighborhood Shopping Center,2010,11476,3.31,12221,,,PLAZA,MARY,DEER CREEK,681640000
12221  MARY PA,R0917778484,917778484,8/26/2022,1700000,Improved,Neighborhood Shopping Center,2010,11476,3.31,12221,,,PLAZA,MARY,DEER CREEK,681640000
12325  EMMET ST,R2328744007,2328744007,1/10/2018,1635000,Improved,Office Building,1993,17719,3.66,12325,,,ST,EMMET,TRANQUILITY PLACE REPLAT,681640000
12325  EMMET ST,R2328744007,2328744007,1/10/2018,1635000,Improved,Office Building,1993,17719,3.66,12325,,,ST,EMMET,TRANQUILITY PLACE REPLAT,681640000
13820  MANDERSON CR,R1312953002,1312953002,7/25/2017,1600000,Improved,Neighborhood Shopping Center,1995,10338,1.63,13820,,,CR,MANDERSON,HILLSBOROUGH REPLAT 6,681640000
13820 MANDERSON CR,R1312953002,1312953002,6/27/2013,1580000,Improved,Neighborhood Shopping Center,1995,10338,1.63,13820,,,CR,MANDERSON,HILLSBOROUGH REPLAT 6,681640000
14345 FORT ST,R1933920550,1933920550,8/11/2011,1550000,Improved,Neighborhood Shopping Center,2004,11160,1.17,14345,,,ST,FORT,OVERLOOK PLAZA*,681640000
11055 WEST MAPLE RD,R1023791550,1023791550,5/21/2015,1500000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055 WEST MAPLE RD,R1023791550,1023791550,5/21/2015,1500000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055 WEST MAPLE RD,R1023791550,1023791550,5/21/2015,1500000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
11055 WEST MAPLE RD,R1023791550,1023791550,5/21/2015,1500000,Improved,Neighborhood Shopping Center,1994,14736,2.16,11055,,,RD,WEST MAPLE,ERIN PLAZA REP II,681640000
10921 EMMET ST,R2246990201,2246990201,5/18/2011,1431000,Improved,Service Garage,1994,14536,2.2288,10921,,,ST,EMMET,STOCKS ADDITION*,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
3904 N 138 ST,R1312953000,1312953000,6/27/2013,1420000,Improved,Office Building,2000,12700,1.06,3904,,N,ST,138,HILLSBOROUGH REPLAT 6,681640000
5320 N 134 ST,R2245242442,2245242442,12/1/2021,1375000,Improved,Day Care Center,2003,6350,0.925,5320,,N,ST,134,STANDING BEAR REP 15*,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,1150000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11819  STONEGATE DR,R1734313652,1734313652,9/8/2021,1100000,Improved,Neighborhood Shopping Center,1997,10736,1,11819,,,DR,STONEGATE,MEADOWLANDS THE,681640000
11819  STONEGATE DR,R1734313652,1734313652,9/8/2021,1100000,Improved,Neighborhood Shopping Center,1997,10736,1,11819,,,DR,STONEGATE,MEADOWLANDS THE,681640000
11819  STONEGATE DR,R1734313652,1734313652,9/8/2021,1100000,Improved,Neighborhood Shopping Center,1997,10736,1,11819,,,DR,STONEGATE,MEADOWLANDS THE,681640000
11819  STONEGATE DR,R1734313652,1734313652,9/8/2021,1100000,Improved,Neighborhood Shopping Center,1997,10736,1,11819,,,DR,STONEGATE,MEADOWLANDS THE,681640000
11819  STONEGATE DR,R1734313652,1734313652,9/8/2021,1100000,Improved,Neighborhood Shopping Center,1997,10736,1,11819,,,DR,STONEGATE,MEADOWLANDS THE,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11851  ROANOKE BD,R2122851470,2122851470,11/19/2021,875000,Vacant,,,,7.765,11851,,,BLVD,ROANOKE,ROANOKE BUSINESS PARK REPLAT 3,681640000
11110 FORT ST,R2326037950,2326037950,1/4/2010,840000,Improved,Neighborhood Shopping Center,1985,11560,2.65,11110,,,ST,FORT,TIMBER RIDGE REPLAT 1*,681640000
11110 FORT ST,R2326037950,2326037950,1/4/2010,840000,Improved,Neighborhood Shopping Center,1985,11560,2.65,11110,,,ST,FORT,TIMBER RIDGE REPLAT 1*,681640000
4714 N 120 ST,R0127700009,127700009,8/15/2012,810000,Improved,Banquet Halls,1985,6583,2.4,4714,,N,ST,120,LANDS,681640000
4714 N 120 ST,R0127700009,127700009,9/20/2018,765000,Improved,Banquet Halls,1985,6581,2.4,4714,,N,ST,120,LANDS,681640000
3223 N 108 ST,R0128170030,128170030,10/13/2010,705000,Vacant,,,,0.96,3223,,N,ST,108,LANDS,681640000
5222 N 120 ST,R0127670008,127670008,9/11/2015,690000,Improved,Bar/Tavern,1982,6000,1.2594,5222,,N,ST,120,LANDS,681640000
14344  FORT ST,R2245240400,2245240400,3/9/2021,685000,Vacant,,,,1.33,14344,,,ST,FORT,STANDING BEAR POINTE REP 2*,681640000
